,start_date,user,pct,mean
0,1/10/20,poll_biden,46.0,-0.08
1,1/11/20,poll_biden,45.0,-0.1
2,1/14/20,poll_biden,52.47903916768666,0.04958078335373315
3,1/15/20,poll_biden,45.9490245437382,-0.08101950912523606
4,1/16/20,poll_biden,46.848320325755004,-0.06303359348489991
5,1/19/20,poll_biden,50.0,0.0
6,1/2/20,poll_biden,46.0,-0.08
7,1/20/20,poll_biden,47.55653923541247,-0.04886921529175055
8,1/21/20,poll_biden,46.125032651284286,-0.07749934697431428
9,1/22/20,poll_biden,45.0,-0.1
10,1/23/20,poll_biden,49.0,-0.02
11,1/26/20,poll_biden,50.0,0.0
12,1/27/20,poll_biden,46.0,-0.08
13,1/28/20,poll_biden,36.90228818800247,-0.26195423623995057
14,1/3/20,poll_biden,49.82989076464747,-0.0034021847070505374
15,1/30/20,poll_biden,45.03636363636364,-0.09927272727272722
16,1/31/20,poll_biden,42.3416149068323,-0.15316770186335404
17,1/5/20,poll_biden,46.50016616816218,-0.06999667663675638
18,1/6/20,poll_biden,46.0,-0.08
19,1/7/20,poll_biden,34.5,-0.31
20,1/8/20,poll_biden,48.5329780146569,-0.029340439706862044
21,1/9/20,poll_biden,50.96119363395225,0.019223872679044973
22,10/1/20,poll_biden,52.36896183861562,0.047379236772312365
23,10/10/20,poll_biden,51.39760054563715,0.027952010912742936
24,10/11/20,poll_biden,50.89937042116884,0.017987408423376792
25,10/12/20,poll_biden,52.173271938379976,0.04346543876759952
26,10/13/20,poll_biden,51.83232405063291,0.03664648101265826
27,10/14/20,poll_biden,52.581248698674486,0.05162497397348972
28,10/15/20,poll_biden,51.11003173617113,0.02220063472342261
29,10/16/20,poll_biden,52.65579848901849,0.05311596978036974
30,10/17/20,poll_biden,52.313722931653004,0.04627445863306008
31,10/18/20,poll_biden,52.88302875741479,0.05766057514829583
32,10/19/20,poll_biden,51.86160633875208,0.037232126775041646
33,10/2/20,poll_biden,51.02261119866506,0.020452223973301216
34,10/20/20,poll_biden,52.47829179004318,0.04956583580086359
35,10/21/20,poll_biden,51.51016422547714,0.03020328450954281
36,10/22/20,poll_biden,50.87586203510013,0.01751724070200254
37,10/23/20,poll_biden,51.43966909269617,0.02879338185392342
38,10/24/20,poll_biden,49.76691715120569,-0.004661656975886217
39,10/25/20,poll_biden,51.18138828752798,0.023627765750559603
40,10/26/20,poll_biden,51.19950536452484,0.02399010729049678
41,10/27/20,poll_biden,51.190718205145075,0.023814364102901494
42,10/28/20,poll_biden,51.582035989893946,0.03164071979787891
43,10/29/20,poll_biden,51.434530790089696,0.02869061580179391
44,10/3/20,poll_biden,51.885083113963745,0.0377016622792749
45,10/30/20,poll_biden,51.31015579460548,0.026203115892109566
46,10/31/20,poll_biden,51.08100312474962,0.021620062494992424
47,10/4/20,poll_biden,52.2258888562763,0.04451777712552598
48,10/5/20,poll_biden,52.965532549311945,0.059310650986238896
49,10/6/20,poll_biden,52.716011009458825,0.054320220189176496
50,10/7/20,poll_biden,52.24229472443784,0.04484589448875681
51,10/8/20,poll_biden,51.831352090552095,0.03662704181104189
52,10/9/20,poll_biden,51.266207147469075,0.025324142949381498
53,11/1/20,poll_biden,50.17953815261044,0.003590763052208814
54,2/1/20,poll_biden,59.9,0.19799999999999998
55,2/10/20,poll_biden,42.57876712328767,-0.1484246575342466
56,2/11/20,poll_biden,45.52682926829268,-0.08946341463414641
57,2/12/20,poll_biden,45.818813739087865,-0.0836237252182427
58,2/13/20,poll_biden,50.23974036850921,0.004794807370184202
59,2/14/20,poll_biden,49.52483010977522,-0.009503397804495535
60,2/15/20,poll_biden,46.0,-0.08
61,2/16/20,poll_biden,50.54507337526206,0.01090146750524113
62,2/17/20,poll_biden,46.97340595962832,-0.06053188080743354
63,2/19/20,poll_biden,44.69949652142073,-0.10601006957158546
64,2/20/20,poll_biden,50.948672881657856,0.018973457633157123
65,2/21/20,poll_biden,43.0,-0.14
66,2/22/20,poll_biden,53.840327533265096,0.07680655066530193
67,2/23/20,poll_biden,46.59685729005667,-0.06806285419886664
68,2/24/20,poll_biden,46.72422418657138,-0.06551551626857247
69,2/25/20,poll_biden,43.11563169164882,-0.13768736616702357
70,2/26/20,poll_biden,50.50828025477707,0.010165605095541395
71,2/27/20,poll_biden,46.72128,-0.06557439999999999
72,2/4/20,poll_biden,44.56554121151937,-0.10868917576961266
73,2/5/20,poll_biden,50.0,0.0
74,2/6/20,poll_biden,44.0,-0.12
75,2/7/20,poll_biden,44.0,-0.12
76,2/8/20,poll_biden,43.5,-0.13
77,2/9/20,poll_biden,48.0,-0.04
78,3/10/20,poll_biden,47.10745659903786,-0.057850868019242795
79,3/11/20,poll_biden,48.16254477230087,-0.03674910455398262
80,3/12/20,poll_biden,51.83,0.036599999999999966
81,3/13/20,poll_biden,46.12114537444934,-0.07757709251101318
82,3/14/20,poll_biden,45.75455559687616,-0.08490888806247682
83,3/15/20,poll_biden,48.0,-0.04
84,3/16/20,poll_biden,46.90392826643894,-0.06192143467122122
85,3/17/20,poll_biden,45.106837219832464,-0.09786325560335073
86,3/18/20,poll_biden,45.16326530612245,-0.09673469387755106
87,3/19/20,poll_biden,46.67,-0.06659999999999996
88,3/2/20,poll_biden,47.464399092970524,-0.050712018140589524
89,3/20/20,poll_biden,50.5,0.01
90,3/21/20,poll_biden,45.6980871886121,-0.08603825622775801
91,3/22/20,poll_biden,49.72181919642857,-0.005563616071428612
92,3/23/20,poll_biden,46.23906922382192,-0.07521861552356157
93,3/24/20,poll_biden,49.53029915622603,-0.009394016875479423
