,level_0,index,_date,count,mean,std,min,25%,50%,75%,max,pos,neg,neu,user,month,moving_avg
316,316,316,2020-01-26,55.0,0.01964545454545455,0.44682606310890227,-0.8225,-0.296,0.0,0.3228,0.9869,14,12,29.0,trump,1,0.10241653217660478
317,317,317,2020-01-27,21.0,0.038261904761904754,0.4034084375371819,-0.9081,-0.1655,0.0,0.1779,0.7574,4,3,14.0,trump,1,0.08743192333306736
318,318,318,2020-01-28,53.0,0.20667924528301887,0.43295052007150736,-0.7712,0.0,0.1759,0.5719,0.9151,20,6,27.0,trump,1,0.03647441291895316
319,319,319,2020-01-29,40.0,0.169795,0.4890845519424202,-0.9099,-0.24230000000000002,0.20155,0.6271500000000001,0.9273,17,7,16.0,trump,1,0.057369631172921425
320,320,320,2020-01-30,40.0,0.108575,0.45419894079633516,-0.7371,-0.1972,0.0,0.4404,0.9669,13,6,21.0,trump,1,0.08192777403006428
321,321,321,2020-01-31,22.0,0.16273181818181823,0.5348525078279713,-0.8709,0.0,0.1699,0.64695,0.837,9,5,8.0,trump,1,0.11029913976110743
322,322,322,2020-02-01,14.0,0.15116428571428572,0.6274420005155767,-0.8402,-0.391425,0.2287,0.69445,0.9048,7,5,2.0,trump,2,0.12240752978378319
323,323,323,2020-02-02,50.0,0.11273799999999999,0.4808582607108643,-0.7574,-0.2413,0.0,0.471875,0.9624,20,12,18.0,trump,2,0.13570646484871826
324,324,324,2020-02-03,33.0,0.4706939393939394,0.49596084771090676,-0.658,0.1027,0.6588,0.8675,0.9753,24,4,5.0,trump,2,0.19748246979615175
325,325,325,2020-02-04,54.0,0.1353425925925926,0.46826025363335533,-0.7717,-0.1027,0.0,0.5364,0.974,18,7,29.0,trump,2,0.18729151941180516
326,326,326,2020-02-05,34.0,0.035132352941176476,0.4518427754983512,-0.875,-0.291925,0.0,0.37665,0.9753,10,8,16.0,trump,2,0.1680539984034018
327,327,327,2020-02-06,10.0,0.17511,0.44940904517920965,-0.3382,0.0,0.0,0.3933,0.9492,3,0,7.0,trump,2,0.1775589984034018
328,328,328,2020-02-07,66.0,0.06221060606060606,0.4917197110076768,-0.836,-0.331625,0.0,0.49825,0.9571,24,16,26.0,trump,2,0.16319882524322862
329,329,329,2020-02-08,65.0,0.12107538461538463,0.49340634940646577,-0.8268,-0.2893,0.0772,0.5267,0.9107,25,16,24.0,trump,2,0.1589004108005285
330,330,330,2020-02-09,62.0,0.10835161290322581,0.5382726427640324,-0.9304,-0.0708,0.0,0.510275,0.9562,24,14,24.0,trump,2,0.1582737840724179
331,331,331,2020-02-10,13.0,0.31053846153846154,0.5229259372965123,-0.5081,-0.126,0.5719,0.7772,0.9136,7,2,4.0,trump,2,0.13539443009306393
332,332,332,2020-02-11,33.0,0.09774545454545455,0.5213116738639354,-0.7096,-0.3649,0.0,0.6588,0.9287,12,9,12.0,trump,2,0.1300234103720442
333,333,333,2020-02-12,33.0,0.1728151515151515,0.6472590478902227,-0.9586,-0.3595,0.1511,0.8217,0.9642,15,9,9.0,trump,2,0.1496923815968978
334,334,334,2020-02-13,9.0,-0.03267777777777777,0.49327842487224643,-0.9401,-0.2481,0.0,0.3506,0.6239,3,2,4.0,trump,2,0.12000841334292954
335,335,335,2020-02-14,24.0,0.5521083333333333,0.5500480587040173,-0.5837,0.33265,0.8246,0.946,0.97,18,4,2.0,trump,2,0.18999380295331916
336,336,336,2020-02-15,45.0,0.15477777777777782,0.46199805631669494,-0.8402,0.0,0.0,0.5319,0.9381,20,6,19.0,trump,2,0.19480843054794675
337,337,337,2020-02-16,2.0,0.14845000000000003,0.954806286636195,-0.5267,-0.18912499999999996,0.14845000000000003,0.48602500000000004,0.8236,1,1,0.0,trump,2,0.20053677156177163
338,338,338,2020-02-17,13.0,0.30076153846153847,0.34154057967407414,0.0,0.0,0.0772,0.6114,0.854,6,0,7.0,trump,2,0.19914006826506833
339,339,339,2020-02-18,43.0,0.1530279069767442,0.4464340127881011,-0.929,-0.056,0.2023,0.4753,0.9565,17,6,20.0,trump,2,0.20703756146953828
340,340,340,2020-02-19,33.0,-0.10965454545454545,0.4763415470351271,-0.8442,-0.5106,-0.1027,0.0,0.8999,7,10,16.0,trump,2,0.16668474761672442
341,341,341,2020-02-20,38.0,0.2666,0.5661732434702488,-0.9452,0.0,0.55855,0.7393500000000001,0.9592,20,7,11.0,trump,2,0.20943871587069268
342,342,342,2020-02-21,33.0,0.26131818181818184,0.5622982479601826,-0.6808,-0.2942,0.4738,0.784,0.9583,17,7,9.0,trump,2,0.16789726565424243
343,343,343,2020-02-22,28.0,0.1400892857142857,0.5536695065411721,-0.8578,-0.296,0.26115,0.6584249999999999,0.9041,12,5,11.0,trump,2,0.16579890964517213
344,344,344,2020-02-23,14.0,0.15674285714285716,0.5940242946524683,-0.8746,-0.34,0.0,0.7271,0.9041,6,3,5.0,trump,2,0.16698360352272315
345,345,345,2020-02-24,35.0,0.2386457142857143,0.45236856156877026,-0.7184,0.0,0.0772,0.6029,0.9412,16,4,15.0,trump,2,0.15810991435474825
346,346,346,2020-02-25,23.0,0.12742608695652172,0.42490034148918787,-0.6774,-0.1525,0.0,0.46775,0.7955,8,4,11.0,trump,2,0.15445251149471648
347,347,347,2020-02-26,48.0,0.12803958333333332,0.5292255484817227,-0.902,-0.183125,0.051500000000000004,0.55255,0.9492,20,9,19.0,trump,2,0.18840881560727057
348,348,348,2020-02-27,7.0,0.2641428571428571,0.3928384309829461,0.0,0.0,0.0,0.44255,0.9639,2,0,5.0,trump,2,0.18805779519910734
349,349,349,2020-02-28,23.0,0.0744521739130435,0.6591272058698432,-0.9121,-0.54575,0.0,0.5916,0.9645,9,7,7.0,trump,2,0.161362651212659
350,350,350,2020-02-29,14.0,0.3499714285714286,0.5353025160937166,-0.9401,0.0,0.483,0.77685,0.9577,8,1,5.0,trump,2,0.19134581447796514
351,351,351,2020-03-01,13.0,0.13356923076923077,0.6732194421640632,-0.9451,-0.4926,0.4199,0.6661,0.9303,7,4,2.0,trump,3,0.18803529642458994
352,352,352,2020-03-02,61.0,0.3838770491803279,0.5144975644235978,-0.8402,0.0,0.6239,0.8126,0.9575,38,6,17.0,trump,3,0.20878262998096328
353,353,353,2020-03-03,25.0,0.299184,0.6659250268611325,-0.8641,0.0,0.4767,0.8656,0.9792,16,5,4.0,trump,3,0.2333194747014602
354,354,354,2020-03-04,46.0,0.32456086956521746,0.5708146834825004,-0.9572,0.05955,0.5461,0.635575,0.9555,31,8,7.0,trump,3,0.2613939441631579
355,355,355,2020-03-05,28.0,0.0574642857142857,0.5270577044901572,-0.8591,-0.25029999999999997,0.0,0.49670000000000003,0.8767,9,7,12.0,trump,3,0.23186843395907633
356,356,356,2020-03-06,36.0,0.3268555555555556,0.46337857429008417,-0.6705,0.0,0.40085,0.7441500000000001,0.9364,21,4,11.0,trump,3,0.2679260599080066
357,357,357,2020-03-07,6.0,0.5894833333333334,0.5445508549866273,-0.4939,0.6586,0.7552000000000001,0.8828499999999999,0.9686,5,1,0.0,trump,3,0.3021420463025644
358,358,358,2020-03-08,17.0,0.20127647058823528,0.4724716479978081,-0.9617,0.0,0.1027,0.5411,0.8087,8,2,7.0,trump,3,0.3118145091338508
359,359,359,2020-03-09,35.0,0.09452571428571431,0.6264639008156896,-0.9541,-0.3893,0.0,0.78705,0.9413,14,9,12.0,trump,3,0.27047860414890595
360,360,360,2020-03-10,27.0,0.3268888888888889,0.5306210086981055,-0.7861,0.0,0.4939,0.7384999999999999,0.9402,17,5,5.0,trump,3,0.2744364454187473
361,361,361,2020-03-11,29.0,0.48939999999999995,0.39793048477628057,-0.6793,0.4186,0.5461,0.784,0.9732,22,2,5.0,trump,3,0.2979848926237162
362,362,362,2020-03-12,40.0,0.20341,0.4935292269421882,-0.8481,-0.128,0.128,0.694125,0.886,17,7,16.0,trump,3,0.3188342803788182
363,363,363,2020-03-13,25.0,-0.023503999999999997,0.6013969976091778,-0.9231,-0.3937,0.0,0.4682,0.9636,7,8,10.0,trump,3,0.26878291529945314
364,364,364,2020-03-14,33.0,0.1774030303030303,0.455935164993917,-0.7003,0.0,0.0,0.636,0.9438,13,5,15.0,trump,3,0.20991430058083843
365,365,365,2020-03-15,23.0,0.36103913043478253,0.4003475021654545,-0.3884,0.0,0.4199,0.77095,0.8955,13,1,9.0,trump,3,0.23273753770177374
366,366,366,2020-03-16,17.0,0.2087705882352941,0.6194222406451696,-0.8225,0.0,0.3213,0.6794,0.963,8,4,5.0,trump,3,0.24905823398028515
367,367,367,2020-03-17,49.0,0.09316530612244897,0.40742858962799666,-0.9029,-0.0772,0.0,0.4019,0.7717,14,7,28.0,trump,3,0.2156691507279366
368,368,368,2020-03-18,34.0,0.2929058823529412,0.4244861363629552,-0.7684,0.0,0.35924999999999996,0.6687000000000001,0.9049,17,3,14.0,trump,3,0.18759856249264248
369,369,369,2020-03-19,14.0,0.3365428571428572,0.36862818815020254,0.0,0.0,0.17635,0.6699999999999999,0.9306,6,0,8.0,trump,3,0.20661754208447922
370,370,370,2020-03-20,56.0,0.18641607142857142,0.3886057851891394,-0.8442,0.0,0.0577,0.4767,0.9001,21,5,30.0,trump,3,0.23660612371713227
371,371,371,2020-03-21,10.0,0.31013,0.36916563295566335,0.0,0.0,0.1366,0.6816500000000001,0.8553,4,0,6.0,trump,3,0.255567119388128
372,372,372,2020-03-22,87.0,0.1990241379310345,0.42617828046038053,-0.8398,0.0,0.3252,0.5002,0.9376,41,12,34.0,trump,3,0.2324221204590211
373,373,373,2020-03-23,42.0,0.08502857142857143,0.5376296936148951,-0.946,-0.286425,0.00465,0.534375,0.9422,16,9,17.0,trump,3,0.21474468948663214
374,374,374,2020-03-24,46.0,0.1834913043478261,0.4921803151177137,-0.8016,0.0,0.2242,0.5457500000000001,0.9195,21,9,16.0,trump,3,0.2276484035188289
375,375,375,2020-03-25,31.0,0.16809999999999994,0.46772219746340893,-0.8204,-0.08615,0.0,0.6131,0.9467,11,4,16.0,trump,3,0.20981899175412302
376,376,376,2020-03-26,8.0,0.2010625,0.4720337213665385,-0.4869,0.0,0.0,0.46842500000000004,0.9441,3,1,4.0,trump,3,0.1904646550194291
377,377,377,2020-03-27,22.0,0.3932681818181818,0.46244944988755116,-0.8002,0.0,0.49945000000000006,0.75145,0.9624,13,1,8.0,trump,3,0.22001495650365915
378,378,378,2020-03-28,32.0,0.055315625,0.5641973219850309,-0.8591,-0.4948,0.0968,0.5137499999999999,0.9297,12,10,10.0,trump,3,0.1836129029322306
379,379,379,2020-03-29,39.0,0.20947179487179485,0.5381102171140064,-0.9552,0.0,0.3367,0.6474,0.9381,19,6,14.0,trump,3,0.1851054253523392
380,380,380,2020-03-30,15.0,0.2893933333333333,0.3991049852333284,-0.2755,0.0,0.1531,0.6514,0.9312,7,0,8.0,trump,3,0.21430039133873377
381,381,381,2020-03-31,24.0,0.21055833333333332,0.5494950907061362,-0.8932,0.0,0.1365,0.70385,0.9687,10,4,10.0,trump,3,0.21816710976523482
382,382,382,2020-04-01,7.0,-0.06922857142857143,0.5514023476986828,-0.9325,-0.23765,0.0,0.0258,0.8716,1,2,4.0,trump,4,0.18426302813258175
383,383,383,2020-04-02,15.0,0.16661333333333334,0.518328075735087,-0.8125,-0.06085,0.2481,0.57635,0.8939,5,3,7.0,trump,4,0.17934171860877224
384,384,384,2020-04-03,15.0,0.32405333333333336,0.4461344718270277,-0.4528,0.0,0.1511,0.78995,0.9737,7,1,7.0,trump,4,0.16945388311093673
385,385,385,2020-04-04,53.0,0.24379056603773583,0.4485592707016161,-0.765,0.0,0.4199,0.5411,0.9011,29,6,18.0,trump,4,0.19637887468775614
386,386,386,2020-04-05,38.0,0.15977894736842105,0.36426018556527867,-0.5267,0.0,0.0,0.4199,0.8439,15,4,19.0,trump,4,0.18927989647298846
387,387,387,2020-04-06,20.0,-0.024299999999999995,0.5059691461365063,-0.9565,-0.4889,0.0,0.425025,0.8992,7,6,7.0,trump,4,0.14446656313965514
388,388,388,2020-04-07,19.0,0.23280000000000003,0.4883884451267591,-0.8777,0.0,0.0,0.7006,0.8992,8,2,9.0,trump,4,0.1476439440920361
389,389,389,2020-04-08,22.0,0.13127727272727274,0.5624766043234646,-0.9139,0.0,0.1146,0.52235,0.9205,10,5,7.0,trump,4,0.17628763611429957
390,390,390,2020-04-09,8.0,0.19755,0.6260518006865384,-0.6996,-0.159,0.31245,0.6970999999999999,0.8827,4,2,2.0,trump,4,0.1807071599238234
391,391,391,2020-04-10,80.0,0.10819875000000004,0.46695431524942915,-0.8074,-0.20782499999999998,0.0,0.4939,0.908,30,14,36.0,trump,4,0.1498707908762044
392,392,392,2020-04-11,19.0,0.08582105263157894,0.649164078367923,-0.8363,-0.5046999999999999,0.0,0.6939,0.9336,7,6,6.0,trump,4,0.1273037175324677
393,393,393,2020-04-12,40.0,0.115615,0.568540952925861,-0.8931,-0.2789,0.0,0.659,0.9622,17,9,14.0,trump,4,0.12099458219412182
394,394,394,2020-04-13,24.0,0.08672916666666668,0.43938261476280227,-0.9286,0.0,0.02825,0.4199,0.9725,8,3,13.0,trump,4,0.13685589171793133
395,395,395,2020-04-14,16.0,0.15420625,0.38739133782907437,-0.6124,0.0,0.0,0.35862499999999997,0.937,4,1,11.0,trump,4,0.12562821314650277
396,396,396,2020-04-15,12.0,0.10648333333333333,0.39189825403432393,-0.7804,0.0,0.0,0.32230000000000003,0.9047,2,1,9.0,trump,4,0.12208622180451142
397,397,397,2020-04-16,7.0,-0.19272857142857142,0.5355627809892621,-0.9589,-0.5405,0.0,0.0,0.6908,1,3,3.0,trump,4,0.06633214017185836
398,398,398,2020-04-17,15.0,-0.00489333333333332,0.5472748205774639,-0.9508,-0.36985,0.0,0.36465000000000003,0.8344,4,5,6.0,trump,4,0.05017612826709645
399,399,399,2020-04-18,71.0,0.1548422535211267,0.4777232673725813,-0.8016,-0.1027,0.0516,0.5984,0.902,30,11,30.0,trump,4,0.06003629982274613
400,400,400,2020-04-19,35.0,0.2160857142857143,0.5068407396590681,-0.9022,0.0,0.3612,0.6588,0.8567,18,6,11.0,trump,4,0.0743892590064196
401,401,401,2020-04-20,11.0,0.3362545454545455,0.47177775353154655,-0.5267,0.0,0.4199,0.7222999999999999,0.971,6,1,4.0,trump,4,0.1100357416904023
402,402,402,2020-04-21,36.0,0.20904444444444445,0.5111029403970786,-0.9167,0.0,0.11235,0.6363,0.9558,16,6,14.0,trump,4,0.11786976946818008
403,403,403,2020-04-22,22.0,0.16155,0.43925224963513143,-0.743,0.0,0.0,0.4154,0.9675,7,2,13.0,trump,4,0.12573643613484672
404,404,404,2020-04-23,33.0,0.5036242424242424,0.35648058242201547,0.0,0.2208,0.4688,0.8214,0.9613,23,0,10.0,trump,4,0.22521540954239155
405,405,405,2020-04-24,30.0,0.3928333333333333,0.370038749446533,-0.6249,0.2714,0.40469999999999995,0.608425,0.9618,17,2,11.0,trump,4,0.28203350478048683
406,406,406,2020-04-25,27.0,0.10367037037037037,0.5755795813551193,-0.8687,-0.39105,0.0,0.6131500000000001,0.9392,11,8,8.0,trump,4,0.27472323575895025
407,407,407,2020-04-26,17.0,0.0664411764705882,0.7024786999073562,-0.8999,-0.5411,0.34,0.791,0.8999,7,8,2.0,trump,4,0.25334544464250364
408,408,408,2020-04-27,38.0,-0.11164210526315789,0.5454424079051738,-0.9011,-0.6057750000000001,-0.2616,0.396875,0.8881,11,17,10.0,trump,4,0.18936020882568888
409,409,409,2020-04-28,22.0,0.1843181818181818,0.5002052108755096,-0.854,0.0,0.1452,0.6188,0.9097,10,3,9.0,trump,4,0.18582788559336566
410,410,410,2020-04-29,21.0,0.24382857142857148,0.40436382768845325,-0.7096,0.0,0.3612,0.5461,0.6958,13,3,5.0,trump,4,0.1975819672260187
411,411,411,2020-04-30,67.0,-0.033655223880597024,0.477203532678757,-0.8858,-0.4491,0.0,0.38480000000000003,0.9325,19,19,29.0,trump,4,0.1208277577538988
412,412,412,2020-05-01,38.0,0.13133947368421053,0.46142960432883684,-0.8786,-0.127725,0.0,0.502125,0.9439,16,7,15.0,trump,5,0.08347149208973839
413,413,413,2020-05-02,40.0,0.0946575,0.5326755595455638,-0.908,-0.224875,0.0,0.525675,0.9716,16,9,15.0,trump,5,0.08218393917968549
414,414,414,2020-05-03,30.0,0.22632999999999998,0.503174093509702,-0.9227,0.0,0.25705,0.619275,0.9104,14,4,12.0,trump,5,0.10502519968388717
415,415,415,2020-05-04,11.0,0.44357272727272734,0.5333813215531813,-0.5019,0.05035,0.7035,0.83555,0.9319,7,2,2.0,trump,5,0.1843416043318708
416,416,416,2020-05-05,33.0,0.3105818181818182,0.5179286765898282,-0.9238,0.0,0.4767,0.6758,0.9211,20,3,10.0,trump,5,0.20237926666953313
417,417,417,2020-05-06,13.0,0.1578076923076923,0.49595982105666997,-0.7184,0.0,0.0258,0.5267,0.9044,6,3,4.0,trump,5,0.19009056965226465
418,418,418,2020-05-07,10.0,0.17971999999999996,0.4669973942349381,-0.6352,0.0,0.0,0.554125,0.9245,4,1,5.0,trump,5,0.22057274449234993
419,419,419,2020-05-08,12.0,0.35875000000000007,0.45644488764203006,-0.4168,0.0,0.3471,0.723075,0.9682,6,1,5.0,trump,5,0.2530599625374627
420,420,420,2020-05-09,23.0,0.23533913043478263,0.45425397255393124,-0.7177,0.0,0.0387,0.68565,0.9167,9,1,13.0,trump,5,0.2731573383138602
421,421,421,2020-05-10,109.0,-0.02130733944954128,0.4090874195052758,-0.9337,-0.296,0.0,0.296,0.8793,24,26,59.0,trump,5,0.2377805755353543
422,422,422,2020-05-11,56.0,0.014726785714285718,0.5213910364648056,-0.962,-0.386825,0.0,0.384275,0.9439,16,15,25.0,trump,5,0.17651686959843405
423,423,423,2020-05-12,53.0,0.05372075471698113,0.4753202719294768,-0.8912,-0.1531,0.0,0.3182,0.906,13,12,28.0,trump,5,0.13982243196060018
424,424,424,2020-05-13,26.0,-0.04310384615384613,0.5316446034566846,-0.91,-0.41157499999999997,0.0,0.385975,0.9471,7,8,11.0,trump,5,0.11112078360895183
425,425,425,2020-05-14,28.0,0.3339321428571429,0.47679951532846626,-0.8162,0.0,0.44045,0.7361,0.9327,15,2,11.0,trump,5,0.13315108973140083
426,426,426,2020-05-15,40.0,0.19071500000000002,0.4831079932091417,-0.8898,0.0,0.0,0.6990749999999999,0.9467,15,5,20.0,trump,5,0.10914608973140082
427,427,427,2020-05-16,61.0,0.14249180327868852,0.5211066129865948,-0.9601,-0.25,0.0644,0.6048,0.8834,26,12,23.0,trump,5,0.0958821858519588
428,428,428,2020-05-17,30.0,0.17172333333333334,0.528487074636146,-0.875,0.0,0.0,0.7603500000000001,0.926,11,4,15.0,trump,5,0.12345799624951233
429,429,429,2020-05-18,35.0,0.18417428571428573,0.46183807217201467,-0.7798,0.0,0.0,0.589,0.8748,14,5,16.0,trump,5,0.14766478196379804
430,430,430,2020-05-19,23.0,0.15242173913043477,0.5286102310058997,-0.8544,-0.0197,0.0,0.5851500000000001,0.8718,10,5,8.0,trump,5,0.16176492259429143
431,431,431,2020-05-20,53.0,0.15911320754716982,0.4989681113742239,-0.902,0.0,0.1027,0.5754,0.9476,24,9,20.0,trump,5,0.190653073123008
432,432,432,2020-05-21,24.0,0.17049583333333332,0.5529172699176509,-0.9246,0.0,0.29875,0.583175,0.9339,12,5,7.0,trump,5,0.1673050289053209
433,433,433,2020-05-22,51.0,0.2805039215686274,0.543125000699023,-0.9244,0.0,0.4389,0.76285,0.9302,28,8,15.0,trump,5,0.18013201770083911
434,434,434,2020-05-23,34.0,-0.04334117647058823,0.49829474551176495,-0.8687,-0.4018,0.0,0.377425,0.9589,9,12,13.0,trump,5,0.15358444916522812
435,435,435,2020-05-24,40.0,0.1583075,0.44226511679314173,-0.8481,-0.025675,0.0845,0.47972499999999996,0.9184,15,6,19.0,trump,5,0.15166790154618054
436,436,436,2020-05-25,45.0,0.2247377777777778,0.4980789131931574,-0.8398,0.0,0.3182,0.6114,0.924,20,7,18.0,trump,5,0.15746268612667938
437,437,437,2020-05-26,19.0,-0.05747368421052632,0.6222316019708642,-0.883,-0.62835,0.0,0.46124999999999994,0.935,5,8,6.0,trump,5,0.1274776256493992
438,438,438,2020-05-27,41.0,0.020309756097560975,0.5197985690654016,-0.9642,-0.34,0.0,0.4199,0.9323,13,10,18.0,trump,5,0.10764856115659795
439,439,439,2020-05-28,64.0,0.11774375000000001,0.5181330480830894,-0.8516,-0.2789,0.0,0.4939,0.9618,22,14,28.0,trump,5,0.10011254925183606
440,440,440,2020-05-29,18.0,0.045627777777777795,0.5399019178959382,-0.9344,-0.17702500000000002,0.0,0.575375,0.7425,6,4,8.0,trump,5,0.06655881442457183
441,441,441,2020-05-30,32.0,-0.14343125,0.5577167997015644,-0.9648,-0.5887,-0.212,0.100475,0.9376,8,11,13.0,trump,5,0.05226023249179872
442,442,442,2020-05-31,29.0,0.04737586206896551,0.503137244592916,-0.8962,-0.2942,0.0,0.4939,0.8898,9,7,13.0,trump,5,0.03641285564450807
443,443,443,2020-06-01,13.0,-0.10473076923076921,0.4106522299639428,-0.6369,-0.4588,0.0,0.0,0.792,2,4,7.0,trump,6,-0.010654079642427214
444,444,444,2020-06-02,77.0,0.1619896103896104,0.527410703987044,-0.9283,-0.1531,0.0,0.6588,0.8938,32,13,32.0,trump,6,0.020697819586163745
445,445,445,2020-06-03,56.0,0.02386428571428572,0.5163554478452614,-0.9335,-0.41964999999999997,0.0,0.501525,0.92,19,17,20.0,trump,6,0.021205609531410142
446,446,446,2020-06-04,102.0,0.08727058823529414,0.5606447233846552,-0.912,-0.41957500000000003,0.0,0.574525,0.9665,39,29,34.0,trump,6,0.01685230070788073
447,447,447,2020-06-05,153.0,0.25858366013071893,0.45180081100343034,-0.9157,0.0,0.34,0.6588,0.9879,76,17,60.0,trump,6,0.04727456961544374
448,448,448,2020-06-06,62.0,0.10948225806451611,0.5246356623454543,-0.7959,-0.32285,0.0,0.6426000000000001,0.923,23,15,24.0,trump,6,0.08340507076751748
449,449,449,2020-06-07,38.0,0.3670157894736843,0.5986043834220248,-0.8932,0.0,0.67445,0.83255,0.9752,24,8,6.0,trump,6,0.12906791753962016
450,450,450,2020-06-08,16.0,0.018975,0.6255167298588691,-0.98,-0.40954999999999997,0.0,0.6517000000000001,0.9167,5,5,6.0,trump,6,0.14674017028687292
451,451,451,2020-06-09,45.0,0.1888533333333333,0.4825214439888562,-0.8799,0.0,0.0,0.6476,0.9631,18,7,20.0,trump,6,0.15057784499311905
452,452,452,2020-06-10,19.0,0.43369473684210524,0.5349989350702633,-0.6997,0.0,0.5363,0.8499000000000001,0.9609,13,2,4.0,trump,6,0.2091250522970933
453,453,453,2020-06-11,39.0,0.29548461538461535,0.5623334034175725,-0.8073,0.0,0.49,0.7484500000000001,0.9381,23,8,8.0,trump,6,0.2388699133184249
454,454,454,2020-06-12,36.0,-0.03698055555555555,0.40707243358220624,-0.7391,-0.33872499999999994,0.0,0.08357500000000001,0.875,6,9,21.0,trump,6,0.19664645393467137
455,455,455,2020-06-13,46.0,0.18401086956521737,0.4930261549195769,-0.8827,0.0,0.0,0.653325,0.8934,19,7,20.0,trump,6,0.20729339843477157
456,456,456,2020-06-14,18.0,0.2784333333333333,0.4204899509186033,-0.8419,0.0,0.34,0.540475,0.8858,8,1,9.0,trump,6,0.19463876184329285
457,457,457,2020-06-15,10.0,0.06659999999999999,0.6551327549944871,-0.9475,-0.36075,0.148,0.5739500000000001,0.8519,4,3,3.0,trump,6,0.20144233327186428
458,458,458,2020-06-16,14.0,0.43082142857142863,0.3856633629287264,-0.3182,0.07955,0.5237499999999999,0.68445,0.9693,9,0,5.0,trump,6,0.23600920402016362
459,459,459,2020-06-17,20.0,0.24384500000000003,0.5605755787111747,-0.7678,0.0,0.23765,0.77415,0.9683,10,4,6.0,trump,6,0.20888781304272003
460,460,460,2020-06-18,50.0,0.375398,0.6667310057868547,-0.9606,0.0,0.7355,0.8671500000000001,0.9508,32,9,9.0,trump,6,0.22030401084491785
461,461,461,2020-06-19,23.0,0.2635217391304348,0.5801560197336588,-0.8746,0.0,0.4199,0.82635,0.9689,13,4,6.0,trump,6,0.2632329100857736
462,462,462,2020-06-20,26.0,-0.028665384615384617,0.5503002205649623,-0.9313,-0.6209749999999999,0.0,0.492675,0.7412,9,8,9.0,trump,6,0.23285058805997333
463,463,463,2020-06-21,7.0,0.12127142857142857,0.5469422172840739,-0.8122,0.0,0.0,0.35605000000000003,0.949,2,1,4.0,trump,6,0.2103988873797012
464,464,464,2020-06-22,25.0,0.19556800000000002,0.6671421473469253,-0.9071,-0.4199,0.2714,0.8169,0.9204,12,7,6.0,trump,6,0.2288228873797012
465,465,465,2020-06-23,30.0,0.08439666666666668,0.5731401811336254,-0.8519,-0.46144999999999997,0.0386,0.585725,0.9619,11,9,10.0,trump,6,0.17933363567902091
466,466,466,2020-06-24,11.0,-0.05023636363636359,0.7256200428223123,-0.9289,-0.6842,0.0,0.642,0.9677,4,5,2.0,trump,6,0.13732201230239752
467,467,467,2020-06-25,30.0,0.07913666666666667,0.5205595878199387,-0.7947,-0.42422499999999996,0.0,0.532575,0.9336,10,9,11.0,trump,6,0.0949989646833499
468,468,468,2020-06-26,14.0,0.08482857142857146,0.622884497786241,-0.8473,-0.5038499999999999,0.09084999999999999,0.6997249999999999,0.8398,6,5,3.0,trump,6,0.06947136929736943
469,469,469,2020-06-27,39.0,-0.029666666666666675,0.3345401748616917,-0.7769,0.0,0.0,0.0,0.7345,4,6,29.0,trump,6,0.06932832900432913
470,470,470,2020-06-28,19.0,0.06044210526315792,0.519214049540039,-0.7179,-0.35755,0.0,0.52745,0.914,6,5,8.0,trump,6,0.060638425674576175
471,471,471,2020-06-29,51.0,0.02412549019607843,0.45157179444386797,-0.8617,-0.0799,0.0,0.0,0.9785,10,10,31.0,trump,6,0.036146638559730236
472,472,472,2020-06-30,30.0,0.015020000000000004,0.45761025458729426,-0.8988,-0.275875,0.0,0.420725,0.875,9,5,16.0,trump,6,0.026235686178777855
473,473,473,2020-07-01,50.0,0.021747999999999993,0.5361294963277558,-0.7978,-0.4487,0.0,0.46144999999999997,0.9282,16,14,20.0,trump,7,0.03651916669825837
474,474,474,2020-07-02,26.0,0.10455769230769232,0.5062073916276426,-0.9047,0.0,0.0,0.46604999999999996,0.8969,11,5,10.0,trump,7,0.04015074178983346
475,475,475,2020-07-03,27.0,0.4159037037037038,0.45903554368956045,-0.7784,0.0,0.54,0.7501,0.9761,18,2,7.0,trump,7,0.08744718925770949
476,476,476,2020-07-04,73.0,0.25900547945205477,0.455112938025769,-0.8678,0.0,0.2263,0.636,0.9719,35,6,32.0,trump,7,0.1286860672746697
477,477,477,2020-07-05,11.0,0.07979090909090912,0.6647696314582149,-0.8087,-0.47195,0.0,0.65615,0.9683,4,4,3.0,trump,7,0.13145018210720558
478,478,478,2020-07-06,22.0,-0.25132727272727273,0.4723840922907445,-0.9118,-0.620375,-0.1656,0.0,0.6168,2,10,10.0,trump,7,0.09209978740386969
479,479,479,2020-07-07,9.0,0.12532222222222222,0.561312869035126,-0.7579,0.0,0.0,0.5267,0.8666,4,2,3.0,trump,7,0.10785724772133
480,480,480,2020-07-08,11.0,0.18409090909090908,0.5626088898240864,-0.636,-0.166,0.0,0.6998,0.8456,5,2,4.0,trump,7,0.13104909187717415
481,481,481,2020-07-09,24.0,-0.10101250000000002,0.5635097964601163,-0.8405,-0.619375,0.0,0.375175,0.7377,6,10,8.0,trump,7,0.10168192154750381
482,482,482,2020-07-10,21.0,0.09064761904761905,0.5641308851845002,-0.9508,-0.3063,0.0,0.636,0.9484,8,5,8.0,trump,7,0.05521676659663458
